pet_name,pet_species,pet_breed,pet_age_group,pet_color,pet_gender,pet_temperaments,adopter_living,adopter_activity,adopter_experience,adopter_has_kids,adopter_has_pets,adopter_hours_alone,adopter_pref_color,adopter_pref_age,adopter_pref_gender,adopter_desired_tags,color_matched,age_matched,gender_matched,is_dog,is_cat,pet_age_kitten_puppy,pet_age_young,pet_age_adult,pet_age_senior,pet_is_male,pet_is_female,pref_age_kitten_puppy,pref_age_young,pref_age_adult,pref_age_senior,pref_gender_male,pref_gender_female,tag_similarity,living_apartment,living_yard,living_no_yard,activity_relaxed,activity_moderate,activity_high,exp_first_time,exp_experienced,has_kids,has_other_pets,hours_0_3,hours_4_7,hours_8_plus,special_care_cap,pet_special_need,adopter_tag_friendly,adopter_tag_calm,adopter_tag_energetic,adopter_tag_shy,adopter_tag_playful,adopter_tag_independent,adopter_tag_affectionate,adopter_tag_protective,pet_tag_friendly,pet_tag_calm,pet_tag_energetic,pet_tag_shy,pet_tag_playful,pet_tag_independent,pet_tag_affectionate,pet_tag_protective,is_compatible
Lola,dog,Pit Bull Mix,young,Black,Female,Friendly; Energetic; Playful,house_with_yard,relaxed,experienced,0,0,0_3,any,any,female,Calm; Affectionate; Protective,1.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
*Dandelion,cat,Domestic Shorthair Mix,kitten_puppy,Orange,Male,Energetic; Playful; Affectionate,house_no_yard,relaxed,experienced,0,0,8_plus,Tricolor,adult,male,Playful,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.57735,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
Shippo,dog,Dachshund/Chihuahua Shorthair,kitten_puppy,Brown,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,relaxed,experienced,0,1,0_3,Tabby,young,male,Playful; Shy; Calm,0.0,0.4,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.516398,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0
Shelter Rescue,dog,Siberian Husky,kitten_puppy,White,Male,Friendly; Energetic; Playful,house_with_yard,relaxed,experienced,0,0,0_3,Tricolor,young,any,Independent; Calm,0.0,0.4,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
Penelope,cat,Domestic Medium Hair Mix,kitten_puppy,Black,Female,Energetic; Playful; Affectionate,house_with_yard,moderate,experienced,1,0,0_3,Gray,adult,female,Friendly; Energetic,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.408248,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Moose,dog,Labrador Retriever Mix,kitten_puppy,White,Male,Friendly; Energetic; Playful; Affectionate,house_no_yard,high,experienced,0,1,4_7,Brown,any,male,Calm,0.0,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Rogue,dog,German Shepherd Mix,senior,Black,Female,Friendly; Calm; Energetic; Independent; Affectionate; Protective,house_with_yard,moderate,first_time,0,1,4_7,Gray,kitten_puppy,male,Shy; Calm; Playful,0.0,0.0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.235702,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0
*Rosemary,dog,Chihuahua Shorthair Mix,kitten_puppy,Brown,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,0,1,4_7,Black,adult,female,Energetic; Shy; Playful,0.0,0.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.516398,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0
Boo,dog,Labrador Retriever Mix,young,Black,Female,Friendly; Energetic; Playful; Affectionate,house_no_yard,relaxed,experienced,1,1,0_3,Gray,any,any,Playful,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
*Spice,cat,Domestic Shorthair Mix,kitten_puppy,Tricolor,Female,Energetic; Playful; Affectionate,apartment,relaxed,experienced,0,0,0_3,Tabby,adult,any,Independent; Calm,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,dog,Rottweiler Mix,kitten_puppy,Black,Female,Friendly; Energetic; Playful,house_with_yard,high,first_time,0,1,0_3,Tabby,kitten_puppy,any,Friendly; Independent,0.0,1.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.408248,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
Nicky,cat,Domestic Shorthair Mix,senior,Black,Female,Calm; Independent,house_with_yard,moderate,first_time,0,0,0_3,White,any,male,Playful; Shy,0.0,1.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,White,Male,Energetic; Playful; Affectionate,apartment,moderate,experienced,0,0,0_3,Tabby,young,female,Playful,0.0,0.4,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.57735,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
Gypsy,dog,Papillon Mix,kitten_puppy,Black,Female,Friendly; Energetic; Playful,house_with_yard,moderate,experienced,0,1,4_7,Tabby,young,female,Independent,0.0,0.4,1.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
*Finn,dog,Labrador Retriever Mix,kitten_puppy,Black,Male,Friendly; Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,0,0,8_plus,Gray,adult,any,Energetic,0.0,0.0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.5,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Tigger,cat,Domestic Shorthair Mix,young,White,Male,Calm; Independent; Affectionate,house_with_yard,high,first_time,1,1,0_3,Black,any,any,Friendly; Shy,0.0,1.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
Boyd,dog,Australian Shepherd Mix,kitten_puppy,White,Male,Friendly; Energetic; Playful; Protective,house_no_yard,relaxed,experienced,1,0,4_7,White,young,male,Playful; Affectionate,1.0,0.4,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.353553,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
*Frida,dog,Chihuahua Shorthair Mix,young,Black,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,moderate,first_time,1,0,4_7,Gray,young,female,Independent; Energetic; Shy,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.258199,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0
Freya,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,1,0,4_7,any,kitten_puppy,female,Protective; Energetic,1.0,1.0,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.408248,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
Cloud,dog,Labrador Retriever,young,White,Female,Friendly; Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,1,0,4_7,Black,kitten_puppy,male,Friendly; Calm,0.0,0.4,0.0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.353553,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Blue,dog,Pit Bull Mix,young,White,Male,Friendly; Energetic; Playful,house_no_yard,moderate,first_time,1,0,4_7,Brown,young,male,Affectionate; Calm; Shy,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,0,0,4_7,any,young,male,Playful,1.0,0.4,0.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.57735,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
Oakley,cat,Domestic Shorthair Mix,young,Black,Male,Calm; Independent; Affectionate,house_with_yard,relaxed,experienced,0,1,0_3,any,kitten_puppy,any,Playful,1.0,0.4,1.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
Daisy,dog,Manchester Terrier/Dachshund,kitten_puppy,Tricolor,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,relaxed,first_time,1,1,0_3,Black,kitten_puppy,female,Affectionate; Energetic; Friendly,0.0,1.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.774597,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
Julie,dog,Harrier Mix,kitten_puppy,Black,Female,Friendly; Energetic; Playful,house_no_yard,relaxed,first_time,0,0,8_plus,Tabby,any,female,Energetic; Playful,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.816497,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Shelter Rescue,dog,Dachshund Mix,young,White,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,high,experienced,0,0,4_7,Tabby,senior,male,Calm; Energetic,0.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0.632456,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0
*Sallie,cat,Domestic Longhair Mix,adult,Orange,Female,Calm; Independent; Affectionate,house_with_yard,high,first_time,0,0,4_7,Orange,any,male,Affectionate; Independent,1.0,1.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.816497,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1
Mags,dog,Chihuahua Shorthair/Pug,young,White,Female,Friendly; Calm; Energetic; Playful; Affectionate,apartment,moderate,experienced,0,1,8_plus,Brown,young,male,Affectionate; Friendly,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.632456,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0
Gigi,dog,Chihuahua Shorthair Mix,young,Brown,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,moderate,first_time,0,1,8_plus,any,kitten_puppy,female,Independent; Protective,1.0,0.4,1.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1
*Aries,dog,American Staffordshire Terrier Mix,young,White,Female,Friendly; Energetic; Playful,house_with_yard,moderate,first_time,0,1,4_7,Orange,young,any,Protective; Friendly,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.408248,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
Lucy,cat,Domestic Medium Hair Mix,young,Tricolor,Female,Calm; Independent; Affectionate,house_with_yard,relaxed,first_time,1,1,8_plus,Tabby,young,male,Playful,0.0,1.0,0.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
George,cat,Domestic Medium Hair Mix,kitten_puppy,Gray,Male,Energetic; Playful; Affectionate,house_with_yard,high,experienced,0,0,4_7,White,any,any,Protective; Shy,0.0,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Sugarfoot,dog,Dachshund/Chihuahua Shorthair,young,Black,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,high,first_time,1,0,4_7,White,senior,any,Friendly; Shy,0.0,0.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.316228,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0
Pippa,cat,Siamese Mix,young,Brown,Female,Calm; Playful; Independent; Affectionate,apartment,moderate,first_time,0,1,0_3,White,adult,any,Playful; Shy; Protective,0.0,0.4,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.288675,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0
Oreo,dog,Jack Russell Terrier Mix,young,Black,Male,Friendly; Energetic; Playful,apartment,moderate,first_time,1,0,4_7,Tricolor,adult,any,Energetic; Affectionate; Shy,0.0,0.4,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.333333,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0
Oliver,dog,Parson Russell Terrier Mix,senior,White,Male,Friendly; Calm; Energetic; Independent; Affectionate,house_with_yard,relaxed,experienced,0,1,4_7,Orange,senior,male,Independent,0.0,1.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0.447214,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1
Shelter Rescue,dog,Dachshund Mix,kitten_puppy,Orange,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,high,first_time,0,1,4_7,Gray,kitten_puppy,any,Energetic; Friendly; Independent,0.0,1.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.516398,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1
*Parmer,dog,Pointer Mix,young,Black,Male,Friendly; Energetic; Playful,house_no_yard,high,first_time,0,1,8_plus,White,any,any,Affectionate,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
*Rickon,dog,Chihuahua Shorthair Mix,kitten_puppy,White,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,0,1,0_3,White,adult,any,Affectionate; Energetic,1.0,0.0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.632456,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
*Dusty,cat,Domestic Shorthair Mix,kitten_puppy,White,Male,Energetic; Playful; Affectionate,apartment,moderate,first_time,0,0,0_3,Tricolor,young,any,Friendly; Protective,0.0,0.4,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
*Daisy,dog,Chihuahua Shorthair Mix,young,Black,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,high,first_time,1,1,4_7,Orange,adult,female,Protective; Energetic,0.0,0.4,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.316228,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0
*Beau,dog,Labrador Retriever Mix,kitten_puppy,Orange,Male,Friendly; Energetic; Playful; Affectionate,house_with_yard,relaxed,experienced,1,0,4_7,Tabby,adult,female,Shy; Affectionate; Calm,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.288675,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
Pearl,dog,Beagle/Pointer,young,Black,Female,Friendly; Energetic; Playful; Affectionate,apartment,high,experienced,0,1,8_plus,Orange,young,female,Affectionate; Friendly; Shy,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.57735,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
Coach,dog,Border Collie Mix,kitten_puppy,Black,Female,Friendly; Energetic; Playful,apartment,relaxed,experienced,0,1,4_7,White,any,male,Energetic,0.0,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.57735,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Bambi,dog,Chihuahua Shorthair Mix,young,Black,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,relaxed,experienced,1,1,8_plus,Black,kitten_puppy,female,Playful; Calm; Affectionate,1.0,0.4,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.774597,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0
Mouphtaou,dog,Golden Retriever/Chow Chow,young,Orange,Male,Friendly; Energetic; Playful; Affectionate,apartment,relaxed,first_time,0,1,8_plus,Brown,young,male,Calm; Playful,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.353553,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
*Hamilton,dog,Jack Russell Terrier Mix,adult,Black,Male,Friendly; Energetic; Affectionate,house_no_yard,relaxed,experienced,1,1,4_7,Gray,kitten_puppy,any,Playful,0.0,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Polo,dog,Bull Terrier Mix,young,White,Male,Friendly; Energetic; Playful,house_no_yard,moderate,first_time,1,1,4_7,Brown,young,any,Independent; Protective; Playful,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.333333,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
*Seraphim,dog,Bull Terrier,young,White,Female,Friendly; Energetic; Playful,house_no_yard,relaxed,first_time,0,0,8_plus,Tricolor,young,female,Shy; Calm,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
Orion,cat,Domestic Shorthair Mix,kitten_puppy,Gray,Male,Energetic; Playful; Affectionate,apartment,relaxed,experienced,0,0,4_7,Black,kitten_puppy,male,Independent; Energetic; Affectionate,0.0,1.0,1.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.666667,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1
Loke,cat,Domestic Shorthair Mix,adult,Tabby,Male,Calm; Independent; Affectionate,house_no_yard,relaxed,experienced,0,1,8_plus,Orange,senior,any,Playful; Protective,0.0,0.4,1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
*Trooper,dog,Labrador Retriever Mix,adult,Brown,Male,Friendly; Playful; Affectionate,house_no_yard,high,first_time,0,0,8_plus,Gray,any,male,Protective; Energetic,0.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
Chloe,cat,Domestic Shorthair Mix,adult,Gray,Female,Calm; Independent; Affectionate,house_with_yard,moderate,experienced,0,0,4_7,Gray,any,male,Protective; Calm; Playful,1.0,1.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.333333,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
Frankie,dog,Chihuahua Shorthair Mix,young,White,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,high,experienced,0,0,8_plus,Tabby,adult,female,Independent; Friendly; Calm,0.0,0.4,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.516398,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0
Spot,dog,Australian Cattle Dog/Jack Russell Terrier,kitten_puppy,Black,Male,Friendly; Energetic; Playful,apartment,relaxed,first_time,0,1,0_3,any,kitten_puppy,any,Protective,1.0,1.0,1.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
Shelter Rescue,cat,Siamese Mix,kitten_puppy,Brown,Female,Energetic; Playful; Affectionate,apartment,relaxed,first_time,1,1,8_plus,Tabby,kitten_puppy,male,Protective; Independent,0.0,1.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,0,1,0_3,Orange,young,female,Friendly,0.0,0.4,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,dog,Chinese Sharpei Mix,kitten_puppy,White,Male,Friendly; Energetic; Playful,house_with_yard,relaxed,experienced,0,1,8_plus,Orange,any,male,Protective; Affectionate; Independent,0.0,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
*Giovanni,cat,Domestic Longhair Mix,kitten_puppy,Gray,Male,Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,0,0,4_7,Orange,any,male,Friendly,0.0,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Penny,dog,Miniature Poodle Mix,adult,Black,Female,Friendly; Playful; Affectionate,apartment,high,experienced,0,1,8_plus,Orange,young,male,Calm,0.0,0.4,0.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Benny,dog,Labrador Retriever Mix,kitten_puppy,White,Male,Friendly; Energetic; Playful; Affectionate,house_with_yard,relaxed,experienced,0,0,0_3,any,any,any,Energetic; Affectionate,1.0,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.707107,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
Trooper,dog,Doberman Pinsch,adult,Black,Male,Friendly; Affectionate,house_with_yard,high,first_time,1,1,4_7,Black,adult,male,Affectionate,1.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.707107,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
*Ruben,dog,Pit Bull Mix,adult,White,Male,Friendly; Energetic; Affectionate,house_with_yard,moderate,first_time,0,0,4_7,White,senior,female,Friendly,1.0,0.4,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0.57735,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
*Maximus,dog,Labrador Retriever Mix,young,Orange,Male,Friendly; Energetic; Playful; Affectionate,house_no_yard,relaxed,first_time,0,0,8_plus,Brown,adult,female,Protective; Energetic; Shy,0.0,0.4,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.288675,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0
*Ray,cat,Domestic Shorthair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_no_yard,high,first_time,0,1,0_3,Black,adult,female,Calm; Energetic,1.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.408248,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
*Eleven,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,apartment,moderate,first_time,0,0,4_7,Black,young,male,Independent,0.0,0.4,0.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
*Darwin,cat,Domestic Shorthair Mix,young,Orange,Male,Calm; Independent; Affectionate,house_no_yard,moderate,first_time,1,0,8_plus,Orange,young,male,Friendly; Calm,1.0,1.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.408248,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
